def,desc,class,moduleColor
K13205,A1 cistron-splicing factor AAR2,"AAR2, C20orf4",blue
K13206,coiled-coil domain-containing protein 55,CCDC55,turquoise
K13210,far upstream element-binding protein,FUBP,brown
K13220,WW domain-binding protein 4,"WBP4, FBP21",brown
K13253,"nitric-oxide synthase, invertebrate [EC:1.14.13.39]",DNOS,blue
K13289,cathepsin A (carboxypeptidase C) [EC:3.4.16.5],CTSA,blue
K13294,cAMP-specific phosphodiesterase [EC:3.1.4.53],"PDEB2, PDE2B",blue
K13337,peroxin-19,PEX19,yellow
K13346,peroxin-10,PEX10,brown
K13348,protein Mpv17,MPV17,blue
K13354,"solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17","SLC25A17, PMP34",blue
K13366,polyamine oxidase [EC:1.5.3.14 1.5.3.16 1.5.3.-],"MPAO, PAO1",blue
K13412,calcium-dependent protein kinase [EC:2.7.11.1],CPK,blue
K13448,calcium-binding protein CML,CML,turquoise
K13482,xanthine dehydrogenase large subunit [EC:1.17.1.4],xdhB,blue
K13524,4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22],ABAT,turquoise
K13525,transitional endoplasmic reticulum ATPase,"VCP, CDC48",turquoise
K13537,cysteine peptidase B [EC:3.4.22.-],CPB,blue
K13538,cysteine peptidase A [EC:3.4.22.-],CPA,blue
K13539,leishmanolysin-like peptidase [EC:3.4.24.-],LMLN,brown
K13607,cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17],fldA,blue
K13612,polyketide synthase PksL,pksL,yellow
K13667,protein glucosyltransferase [EC:2.4.1.-],"RUMI, KTELC1",turquoise
K13679,granule-bound starch synthase [EC:2.4.1.242],WAXY,turquoise
K13690,"alpha-1,3-mannosyltransferase [EC:2.4.1.-]",CMT1,yellow
K13720,N-acylethanolamine-hydrolysing acid amidase [EC:3.5.1.-],NAAA,yellow
K13730,internalin A,inlA,brown
K13735,adhesin/invasin,yeeJ,turquoise
K13745,"L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]",ddc,blue
K13750,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2","SLC24A2, NCKX2",blue
K13752,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4","SLC24A4, NCKX4",blue
K13754,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6","SLC24A6, NCKX6",turquoise
K13755,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]",PDE1,turquoise
K13761,"high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]",PDE9,blue
K13766,methylglutaconyl-CoA hydratase [EC:4.2.1.18],liuC,blue
K13775,citronellol/citronellal dehydrogenase,atuG,yellow
K13788,phosphate acetyltransferase [EC:2.3.1.8],pta,turquoise
K13798,DNA-directed RNA polymerase subunit B [EC:2.7.7.6],"K13798, rpoB",turquoise
K13807,serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16],"PPEF, PPP7C",yellow
K13811,3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25],PAPSS,blue
K13829,shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4],aroKB,yellow
K13855,"solute carrier family 4 (anion exchanger), member 2","SLC4A2, AE2",blue
K13861,"solute carrier family 4 (sodium bicarbonate transporter), member 10","SLC4A10, NCBE",blue
K13921,1-propanol dehydrogenase,pduQ,yellow
K13960,ubiquitin-conjugating enzyme E2 T [EC:6.3.2.19],"UBE2T, HSPC150",turquoise
K13963,serpin B,SERPINB,yellow
K13982,probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13],"DDX4, VASA",blue
K13989,Derlin-2/3,DERL2_3,blue
K13993,HSP20 family protein,HSP20,turquoise
K13998,dihydrofolate reductase / thymidylate synthase [EC:1.5.1.3 2.1.1.45],DHFR-TS,turquoise
K14002,DnaJ-related protein SCJ1,SCJ1,yellow
K14004,protein transport protein SEC13,SEC13,turquoise
K14005,protein transport protein SEC31,SEC31,turquoise
K14007,protein transport protein SEC24,SEC24,yellow
K14012,UBX domain-containing protein 1,"SHP1, UBX1, NSFL1C",turquoise
K14015,nuclear protein localization protein 4 homolog,"NPLOC4, NPL4",blue
K14016,ubiquitin fusion degradation protein 1,UFD1,yellow
K14018,phospholipase A-2-activating protein,"PLAA, DOA1, UFD3",blue
K14079,poly(A) RNA polymerase GLD2 [EC:2.7.7.19],"PAPD4, GLD2",yellow
K14141,profilin-like protein,PFNL,blue
K14163,bifunctional glutamyl/prolyl-tRNA synthetase [EC:6.1.1.17 6.1.1.15],EPRS,turquoise
K14195,surface protein G,sasG,blue
K14206,"solute carrier family 15 (oligopeptide transporter), member 1","SLC15A1, PEPT1",blue
K14209,solute carrier family 36 (proton-coupled amino acid transporter),"SLC36A, PAT",turquoise
K14216,2'-5'-oligoadenylate synthetase [EC:2.7.7.84],OAS,blue
K14267,N-succinyldiaminopimelate aminotransferase [EC:2.6.1.17],dapC,blue
K14286,ethanolamine-phosphate phospho-lyase [EC:4.2.3.2],"AGXT2L1, ETNPPL",turquoise
K14293,importin subunit beta-1,KPNB1,yellow
K14298,mRNA export factor,"RAE1, GLE2",blue
K14301,nuclear pore complex protein Nup107,"NUP107, NUP84",yellow
K14312,nuclear pore complex protein Nup155,"NUP155, NUP170, NUP157",blue
K14324,histone deacetylase complex subunit SAP18,SAP18,blue
K14326,regulator of nonsense transcripts 1 [EC:3.6.4.-],"UPF1, RENT1",blue
K14338,cytochrome P450 / NADPH-cytochrome P450 reductase [EC:1.14.14.1 1.6.2.4],"cypD_E, CYP102A2_3",turquoise
K14371,type I polyketide synthase AVES,aveA,brown
K14376,poly(A) polymerase [EC:2.7.7.19],PAP,brown
K14379,tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2],ACP5,blue
K14381,sequestosome 1,SQSTM1,yellow
K14396,polyadenylate-binding protein 2,"PABPN1, PABP2",yellow
K14401,cleavage and polyadenylation specificity factor subunit 1,"CPSF1, CFT1",yellow
K14402,cleavage and polyadenylation specificity factor subunit 2,"CPSF2, CFT2",turquoise
K14408,cleavage stimulation factor subunit 3,"CSTF3, RNA14",yellow
K14411,RNA-binding protein Musashi,MSI,turquoise
K14415,tRNA-splicing ligase RtcB [EC:6.5.1.3],"RTCB, rtcB",blue
K14427,"solute carrier family 12 (potassium/chloride transporter), member 4/5/6","SLC12A4_5_6, KCC",blue
K14430,phosphate transporter,PHO87_91,brown
K14442,ATP-dependent RNA helicase DHX36 [EC:3.6.4.13],"DHX36, RHAU",brown
K14455,"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]",GOT2,brown
K14457,2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22],"MOGAT2, MGAT2",blue
K14498,serine/threonine-protein kinase SRK2 [EC:2.7.11.1],SNRK2,brown
K14510,serine/threonine-protein kinase CTR1 [EC:2.7.11.1],CTR1,brown
K14519,NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4],aldH,turquoise
K14520,4-hydroxyacetophenone monooxygenase [EC:1.14.13.84],hapE,turquoise
K14589,cap1 methyltransferase [EC:2.1.1.57],"CMTR1, FTSJD2, MTR1",blue
K14607,extracellular sulfatase Sulf [EC:3.1.6.-],SULF,blue
K14617,LMBR1 domain-containing protein 1,LMBRD1,turquoise
K14638,"solute carrier family 15 (peptide/histidine transporter), member 3/4","SLC15A3_4, PHT",blue
K14640,solute carrier family 20 (sodium-dependent phosphate transporter),"SLC20A, PIT",blue
K14645,serine protease [EC:3.4.21.-],K14645,blue
K14652,"3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]",ribBA,turquoise
K14683,solute carrier family 34 (sodium-dependent phosphate cotransporter),"SLC34A, NPT, nptA",blue
K14684,"solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41",SLC25A23S,yellow
K14689,"solute carrier family 30 (zinc transporter), member 2","SLC30A2, ZNT2",yellow
K14724,"solute carrier family 9 (sodium/hydrogen exchanger), member 8","SLC9A8, NHE8",turquoise
K14726,"solute carrier family 9 (sodium/hydrogen exchanger), member 10/11",SLC9A10_11,yellow
K14753,guanine nucleotide-binding protein subunit beta-2-like 1 protein,RACK1,turquoise
K14763,H/ACA ribonucleoprotein complex non-core subunit NAF1,NAF1,yellow
K14768,U3 small nucleolar RNA-associated protein 7,"UTP7, WDR46",blue
K14771,U3 small nucleolar RNA-associated protein 19,"NOC4, UTP19",turquoise
K14776,ATP-dependent RNA helicase DDX10/DBP4 [EC:3.6.4.13],"DDX10, DBP4",yellow
K14777,ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13],"DDX47, RRP3",yellow
K14778,ATP-dependent RNA helicase DDX49/DBP8 [EC:3.6.4.13],"DDX49, DBP8",yellow
K14782,protein AATF/BFR2,"AATF, BFR2",blue
K14787,multiple RNA-binding domain-containing protein 1,"MRD1, RBM19",blue
K14791,periodic tryptophan protein 1,PWP1,turquoise
K14792,rRNA biogenesis protein RRP5,"RRP5, PDCD11",blue
K14797,essential nuclear protein 1,"ENP1, BYSL",blue
K14799,pre-rRNA-processing protein TSR1,TSR1,brown
K14802,phospholipid-transporting ATPase [EC:3.6.3.1],"DRS2, ATP8A",brown
K14803,protein phosphatase 2C homolog 2/3 [EC:3.1.3.16],PTC2_3,turquoise
K14806,ATP-dependent RNA helicase DDX31/DBP7 [EC:3.6.4.13],"DDX31, DBP7",brown
K14809,ATP-dependent RNA helicase DDX55/SPB4 [EC:3.6.4.13],"DDX55, SPB4",yellow
K14810,ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13],"DDX56, DBP9",brown
K14811,ATP-dependent RNA helicase DBP3 [EC:3.6.4.13],DBP3,blue
K14816,pre-60S factor REI1,REI1,blue
K14818,ribosome assembly protein SQT1,SQT1,yellow
K14819,dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48],"DUSP12, YVH1",turquoise
K14820,ribosome biogenesis protein BRX1,"BRX1, BRIX1",yellow
K14821,bud site selection protein 20,BUD20,brown
K14831,protein MAK16,MAK16,turquoise
K14835,ribosomal RNA methyltransferase Nop2 [EC:2.1.1.-],NOP2,yellow
K14838,nucleolar protein 15,NOP15,turquoise
K14843,pescadillo,"PES1, NOP7",blue
K14847,ribosome production factor 2,RPF2,blue
K14848,ribosome assembly protein RRB1,"RRB1, GRWD1",yellow
K14849,ribosomal RNA-processing protein 1,RRP1,blue
K14852,regulator of ribosome biosynthesis,RRS1,blue
K14855,ribosome assembly protein 4,"RSA4, NLE1",blue
K14856,protein SDA1,"SDA1, SDAD1",brown
K14857,AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-],"SPB1, FTSJ3",blue
K14939,"cytochrome P450, family 307, subfamily A","spo, spok, CYP307A",blue
K14944,RNA-binding protein Nova,NOVA,yellow
K14947,epithelial splicing regulatory protein 1/2,ESRP1_2,yellow
K14950,cation-transporting ATPase 13A1 [EC:3.6.3.-],ATP13A1,blue
K14951,cation-transporting ATPase 13A3/4/5 [EC:3.6.3.-],ATP13A3_4_5,blue
K14962,COMPASS component SWD2,"WDR82, SWD2, CPS35",turquoise
K14965,protein dpy-30,DPY30,blue
K14974,6-hydroxynicotinate 3-monooxygenase [EC:1.14.13.114],nicC,yellow
K15004,"cytochrome P450, family 12 [EC:1.14.-.-]",CYP12,blue
K15013,long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3],ACSBG,blue
K15015,solute carrier family 32 (vesicular inhibitory amino acid transporter),"SLC32A, VGAT",blue
K15026,translation initiation factor 2A,EIF2A,brown
K15027,translation initiation factor 2D,EIF2D,yellow
K15028,translation initiation factor 3 subunit K,EIF3K,blue
K15029,translation initiation factor 3 subunit L,EIF3L,blue
K15030,translation initiation factor 3 subunit M,EIF3M,blue
K15033,peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29],ICT1,brown
K15040,voltage-dependent anion channel protein 2,VDAC2,turquoise
K15083,DNA repair protein RAD16,RAD16,brown
K15100,"solute carrier family 25 (mitochondrial citrate transporter), member 1","SLC25A1, CTP",yellow
K15102,"solute carrier family 25 (mitochondrial phosphate transporter), member 3","SLC25A3, PHC, PIC",turquoise
K15104,"solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11","SLC25A11, OGC",turquoise
K15109,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29","SLC25A20_29, CACT, CACL, CRC1",yellow
K15110,"solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21","SLC25A21, ODC",yellow
K15113,"solute carrier family 25 (mitochondrial iron transporter), member 28/37","SLC25A28_37, MFRN",turquoise
K15120,"solute carrier family 25, member 43",SLC25A43,turquoise
K15122,solute carrier family 41,SLC41A,turquoise
K15172,transcription elongation factor SPT5,"SUPT5H, SPT5",brown
K15175,parafibromin,CDC73,turquoise
K15176,RNA polymerase-associated protein CTR9,CTR9,brown
K15190,7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-],"MEPCE, BCDIN3",yellow
K15206,transcription factor C subunit 7,TFC7,turquoise
K15227,"arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]",TYRAAT,blue
K15230,ATP-citrate lyase alpha-subunit [EC:2.3.3.8],aclA,turquoise
K15255,ATP-dependent DNA helicase PIF1 [EC:3.6.4.12],PIF1,brown
K15262,protein BCP1,"BCP1, BCCIP",yellow
K15263,cell growth-regulating nucleolar protein,LYER,yellow
K15272,"solute carrier family 35 (UDP-sugar transporter), member A1/2/3",SLC35A1_2_3,yellow
K15275,"solute carrier family 35 (UDP-galactose transporter), member B1",SLC35B1,yellow
K15276,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2","SLC35B2, PAPST1",turquoise
K15280,"solute carrier family 35, member C2",SLC35C2,brown
K15281,solute carrier family 35,SLC35D,brown
K15283,"solute carrier family 35, member E1",SLC35E1,yellow
K15296,alpha-soluble NSF attachment protein,"NAPA, SNAPA, SEC17",brown
K15305,vacuole morphology and inheritance protein 14,"VAC14, TAX1BP2",blue
K15356,GDP-mannose transporter,"VRG4, GONST1",turquoise
K15362,fanconi anemia group J protein [EC:3.6.4.12],"BRIP1, BACH1, FANCJ",brown
K15371,glutamate dehydrogenase [EC:1.4.1.2],GDH2,blue
K15377,"solute carrier family 44 (choline transporter-like protein), member 2/4/5",SLC44A2_4_5,brown
K15382,solute carrier family 50 (sugar transporter),"SLC50A, SWEET",brown
K15397,3-ketoacyl-CoA synthase [EC:2.3.1.199],KCS,turquoise
K15409,serine/threonine-protein kinase SRPK1 [EC:2.7.11.1],SRPK1,blue
K15414,"complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,blue
K15423,serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16],PPP4C,turquoise
K15429,tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228],"TRM5, TRMT5",yellow
KOG2348,NA,NA,brown
PF01036,NA,NA,turquoise
pti:PHATRDRAFT_47674,NA,NA,brown
pti:PHATRDRAFT_54465,NA,NA,brown
