,St.1_50m,St.1_90m,St.3_40m,St.3_60m,St.3_80m,St.5_20m,St.5_50m,St. 5_80m,St.6_40m,St.6_80m,St.8_40m,St.8_70m,St.9_40m,St.9_70m,St.12_40m
K00507_stearoyl-CoA desaturase (delta-9 desaturase) [EC:1.14.19.1],12.35900566,18.06502937,24.08018037,24.04026218,34.45578483,62.93065015,59.26148536,47.59453445,44.67830187,39.97845017,38.38672638,13.40755932,51.06602873,31.31565211,15.54285622
K00508_linoleoyl-CoA desaturase [EC:1.14.19.3],0,0.784980064,0,0,0,0,0,0,0,0,0,0,0,0,0
K00522_ferritin heavy chain [EC:1.16.3.2],4.647384254,13.34047412,15.88588838,9.366853739,7.628486242,14.15778385,19.33067147,11.8765625,19.3961325,11.88018036,9.328959949,10.89007574,14.00343424,2.931478198,11.79401772
K00525_ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1],280.6914638,226.9793282,201.6377763,203.1570257,237.8418218,194.7028972,197.3640025,252.1390443,219.5478196,183.4669717,186.6511558,223.6853467,223.2449038,179.1161682,346.869068
K00528_ferredoxin--NADP+ reductase [EC:1.18.1.2],0,0,0,0,0,0,0,0,0,0,0,0,0,11.29525749,0
K00542_guanidinoacetate N-methyltransferase [EC:2.1.1.2],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00544_betaine-homocysteine S-methyltransferase [EC:2.1.1.5],31.0831893,33.75719558,45.25434312,16.54106021,12.99306837,8.557274324,17.52210474,12.60878066,17.60823644,11.84585302,6.180930166,17.8673162,12.14839794,7.282194346,60.77650164
K00548_5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13],1077.661356,938.3889126,1190.787065,1206.536444,1287.236432,1137.817009,1295.096799,1399.851254,1293.503642,1611.550162,1486.889798,1699.423659,1379.651467,590.0685485,1367.892436
K00549_5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],324.2747129,130.2737148,225.6296982,199.9463561,160.3533879,292.9346291,284.8109034,250.6805506,187.4696857,251.4869682,162.0460723,208.0488187,198.1404234,125.3083575,217.7103405
K00555_tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216],0,0,0,0,0,0,0,0,0,0,0,0,0,2.610220313,0
K00558_DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37],2.909094448,0,2.640979524,2.090411392,1.65669467,6.038245393,0.973271608,6.386215414,6.924502555,7.465865086,2.964680012,6.441444956,2.666441321,62.87776508,1.28264539
K00559_sterol 24-C-methyltransferase [EC:2.1.1.41],27.75120186,30.50491103,39.54204931,31.44668251,17.26316737,7.316826313,14.62624586,17.29761815,14.48666302,17.43510023,11.39177164,14.70852892,10.23169422,9.954082473,46.36436588
K00565_mRNA (guanine-N7-)-methyltransferase [EC:2.1.1.56],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00569_thiopurine S-methyltransferase [EC:2.1.1.67],0,0,0,0,0,7.788878126,4.519761314,13.33378446,7.664901888,0.982384884,12.64206468,5.092481459,18.12382984,2.741670257,0
K00573_protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77],0,0,0,0,0,0,0,0,0,0,0,0,0,2.694288681,0
K00574_cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],15.63127619,17.30764115,11.43520518,14.21213443,9.061820467,3.597526121,13.87587913,20.98479028,13.77954439,6.643478567,8.919901735,6.055491138,8.617434898,20.27709812,8.954919888
K00586_diphthine synthase [EC:2.1.1.98],8.213913734,12.49308204,11.06138792,0.912838781,0,1.469666144,0,3.59417461,0,6.487740898,0,1.201111294,1.486845769,3.879897615,9.053967456
K00588_caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],533.8862235,279.9335248,474.5319838,393.4715143,269.0277286,590.8846378,596.923554,573.2608068,616.146211,685.9890577,611.6431253,600.3682784,531.2509457,366.0859164,467.46112
K00599_methyltransferase-like protein 6 [EC:2.1.1.-],0,0.397462194,0.553006839,0.5281083,0,5.279909334,0.994848492,21.09206316,5.034001438,8.380465944,0.362955074,1.389767519,0,0,0
K00600_glycine hydroxymethyltransferase [EC:2.1.2.1],543.4372137,607.4177995,476.8385225,491.8293512,411.9368032,598.3097629,604.5313295,602.0880326,496.786138,444.9985691,473.2518733,413.4367294,494.4195947,317.4912435,709.2190758
K00602_phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],359.9832691,357.2353082,373.0321734,329.2169585,280.4587469,297.2413046,240.1932218,250.654449,262.9999476,298.1525013,246.7348721,255.8873163,317.9509757,570.9337872,299.6913172
K00605_aminomethyltransferase [EC:2.1.2.10],2.608153643,6.362403108,4.827058971,4.679855899,8.733351643,0,0,0,15.74571203,5.507738364,10.17763192,9.080887374,8.746122496,27.92485697,1.149957936
K00606_3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11],1.886980182,2.087296263,1.45207409,6.710598607,0,2.701008049,2.612252901,2.201836698,3.544021164,1.703345101,3.812160153,2.207447784,1.366290707,1.188437107,0
K00612_carbamoyltransferase [EC:2.1.3.-],2.500378699,3.587395957,4.643575057,5.739802547,15.79173229,9.953374165,3.364106146,10.69727344,13.68262374,9.458551376,25.51424485,8.815635197,20.93229958,7.955584967,6.83580363
K00613_glycine amidinotransferase [EC:2.1.4.1],6.951648051,20.72310047,3.94882649,9.359069058,2.861776245,5.405151989,5.826221166,4.215454897,13.2155232,3.654051074,12.4777337,9.670148012,11.62456384,929.3157302,15.37517374
K00615_transketolase [EC:2.2.1.1],365.0522184,293.0838738,324.8670232,265.8856816,320.8022138,404.7428651,423.2618986,420.0814683,432.8207262,446.3641322,415.9091623,342.9749991,407.1057007,169.7797188,370.7487869
K00625_phosphate acetyltransferase [EC:2.3.1.8],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00626_acetyl-CoA C-acetyltransferase [EC:2.3.1.9],15.58693741,26.51820268,18.59533543,8.37526694,4.873808884,5.79299155,1.749796186,6.823732619,4.215460585,3.659765244,4.492056209,5.36055524,2.803173425,26.62278417,6.356456521
K00627_pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12],5.859162056,1.46518544,2.70045179,2.367809515,10.24121827,15.22492935,10.7018989,8.087082861,18.93464135,5.808172194,14.92138579,4.735469744,17.54498655,6.622813132,1.05173551
K00630_glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15],11.13665604,1.23188896,0,0,2.486058382,4.7822756,4.625129983,0,0.52290619,0,2.812345143,0,2.419088944,0,1.964099934
K00632_acetyl-CoA acyltransferase [EC:2.3.1.16],16.38532605,24.63151458,13.22574936,11.4643521,3.075257533,5.507090693,5.643950354,7.206459544,1.070775239,8.607201154,9.397643262,13.72067806,12.57320301,2.206834735,6.519924209
K00641_homoserine O-acetyltransferase [EC:2.3.1.31],4.125624853,7.675626207,8.904633624,5.068844778,0,2.952692889,5.711334752,0,8.313320686,10.5801238,3.419263395,5.308911921,1.792324991,24.41828225,1.455219497
K00643_5-aminolevulinate synthase [EC:2.3.1.37],1.317325788,2.914338178,1.520568151,9.076717692,0,0,0,0,0,3.864665063,0.997994757,2.31157268,1.907651175,4.563150025,4.065743877
K00645_[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39],14.12800044,17.31831597,32.62667059,17.32939097,20.80651193,11.7840478,13.51223185,16.10868627,7.327764097,9.470087547,34.77671949,13.01837759,33.40298521,12.67052141,14.27819102
K00651_homoserine O-succinyltransferase [EC:2.3.1.46],1.011858938,7.238895261,1.55729685,2.932618729,16.06224583,7.356652726,8.537895665,21.79645559,14.69154226,4.437211761,7.260041802,2.585000702,10.87555158,23.0161391,0.90642211
K00653_chromodomain protein Y [EC:2.3.1.48],0,0.620512671,0,0.498732684,0,5.620700927,3.882860462,3.2728166,2.633921786,1.012742884,3.966484312,3.937388322,3.249373695,2.11979573,0.989333403
K00654_serine palmitoyltransferase [EC:2.3.1.50],0,1.747081501,1.189649,1.469737167,1.650845394,4.60216426,2.039898382,7.045131112,7.574637245,2.679759771,7.423834671,4.232899661,8.776463974,2.652613682,0
K00660_chalcone synthase [EC:2.3.1.74],0.551085287,0.304793413,0.42407264,1.959804451,0,0,0,0.964556878,0.258754429,0.497455369,0,0,0.399019933,3.470784751,0.485956723
K00666_fatty-acyl-CoA synthase [EC:6.2.1.-],46.20992248,41.64561129,59.28609396,62.71453223,32.97926868,10.15405431,30.82696912,29.35786679,25.70524616,39.35450422,26.13398052,24.61025937,25.54287364,74.64064021,39.56424919
"K00667_fatty acid synthase subunit alpha, fungi type [EC:2.3.1.86]",37.61549967,24.87765571,59.21297219,36.01387608,55.64357188,57.217395,63.30650696,69.38079629,72.87164189,45.53350611,46.11013463,44.56431446,68.93570792,74.84066927,61.33187769
"K00668_fatty acid synthase subunit beta, fungi type [EC:2.3.1.86]",76.34471482,80.621611,73.26705499,139.1524872,257.2612648,104.2315211,121.1496369,175.3086912,110.4474298,160.8974033,156.727999,186.5730806,158.8822214,268.4320076,88.9231426
K00670_peptide alpha-N-acetyltransferase [EC:2.3.1.88],76.7367168,74.80462082,47.6304126,61.28249707,44.03640162,57.48719619,78.23751384,54.46614963,86.80913461,92.15993676,55.33989249,71.1693839,62.38993116,77.51264548,70.92096266
K00671_glycylpeptide N-tetradecanoyltransferase [EC:2.3.1.97],12.61716303,11.4617323,12.13762822,17.84582961,18.10452347,14.34806798,14.56122567,25.03786037,14.09866505,11.91831617,16.37288961,18.73755769,12.59478219,7.028504611,8.175545927
K00677_UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129],0,0,0,0,0,0,0,1.282183356,0,0,0.554978521,0,1.591248983,0,0
K00688_starch phosphorylase [EC:2.4.1.1],102.4577768,92.38254214,66.58696543,57.04126745,126.4813009,68.93320987,71.78979577,66.16336607,98.43640899,66.67322053,71.79258311,49.49211514,86.29346875,374.488921,64.78007478
K00697_trehalose 6-phosphate synthase [EC:2.4.1.15],0,0,0.938773706,0.54230476,0,0,0.844417772,2.135248894,2.864035921,0.550610883,0.616145509,0,0,2.304992938,0
K00698_chitin synthase [EC:2.4.1.16],0,0,0,0,0.940639546,4.825199151,0.583330383,0,0,0,0,0,13.42440878,0,0
"K00700_1,4-alpha-glucan branching enzyme [EC:2.4.1.18]",48.73807287,33.77853009,22.97687379,35.51623003,40.62940195,40.17760237,42.61297949,34.18910501,51.71805864,47.22112202,39.05287597,48.87238305,72.22605874,48.61259405,9.877045633
K00703_starch synthase [EC:2.4.1.21],25.30082901,40.15148441,15.9991671,23.35906054,41.03132002,31.96866453,47.55764928,50.75689215,38.53973716,43.3202948,51.33556815,33.19446304,42.43547394,14.54342677,12.71522512
"K00706_1,3-beta-glucan synthase [EC:2.4.1.34]",14.43962654,12.10744972,8.64745869,10.78932192,12.84383407,5.292945829,6.213868155,2.432209658,5.535448656,1.245150446,6.228802288,4.832720715,8.737317929,31.15424888,6.233225498
K00710_polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41],3.73001699,1.375328086,0,0,1.387765467,7.516980934,4.750379537,12.76619397,3.157095944,7.442950486,6.163958704,1.023898153,3.067984205,10.7311015,0
K00721_dolichol-phosphate mannosyltransferase [EC:2.4.1.83],0,0.538620978,0.749407336,0,0,10.45481388,16.17802977,3.977244722,6.401673423,4.834977965,4.918586463,1.139251485,4.230810064,3.680074561,1.717533741
"K00726_alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101]",0,1.343129769,0,0,1.484349876,3.807135154,0,1.163827969,3.746536659,0,2.014998938,0.355111165,0,6.882600986,1.172704356
"K00749_alpha-1,3-glucan synthase [EC:2.4.1.183]",0,0,0,0,0,0,0,0,0,0,0,1.440030358,0,1.033703885,0
K00750_glycogenin glucosyltransferase [EC:2.4.1.186],12.88131777,5.347218504,1.524994841,9.249966776,1.105970295,0.709162048,0,0,0.465249503,3.130547464,1.000900127,8.114057522,3.587258897,3.437701135,2.621301495
K00760_hypoxanthine phosphoribosyltransferase [EC:2.4.2.8],12.87429032,4.984345048,1.981411737,15.45222413,1.436977008,4.607038551,8.911302449,4.506738092,5.440449511,2.324280832,1.950690461,3.012148608,0.932178482,9.730012741,0
K00761_uracil phosphoribosyltransferase [EC:2.4.2.9],0,0.638670167,0,0.831962476,2.088941718,2.369988986,2.083737389,4.485631651,1.696193213,0.301216542,4.26525461,0.352166628,0,2.275177108,0
K00762_orotate phosphoribosyltransferase [EC:2.4.2.10],0,0.554690333,0,0,7.835891198,0,0,0,0,0,0,0,0,1.263288947,0
K00764_amidophosphoribosyltransferase [EC:2.4.2.14],37.56727373,31.44474222,53.89879424,41.91445623,59.59870354,35.23816243,44.97763458,39.02328289,56.10938665,87.50692352,61.51096628,62.92601705,70.30889314,81.05412664,21.38229989
K00765_ATP phosphoribosyltransferase [EC:2.4.2.17],0.860319875,0,0,2.294643078,0,0,1.190989237,2.509676426,0.403951227,0.776596202,0.869027978,2.0128576,1.245849915,7.585720834,0
K00772_5'-methylthioadenosine phosphorylase [EC:2.4.2.28],0,9.432051694,5.83254812,5.053963356,29.60952624,0,0,0,0.889704687,1.710457189,0.957019329,2.216664685,2.743990939,4.773597065,0
K00789_S-adenosylmethionine synthetase [EC:2.5.1.6],13859.0922,12316.49386,12606.52036,12827.39737,10315.456,13093.37578,13374.23148,14083.44076,11249.44794,11537.31112,10556.52654,10461.91831,11131.25234,12055.70789,13650.83344
K00793_riboflavin synthase [EC:2.5.1.9],0.836532228,16.71934576,16.97124299,21.94587057,5.715479778,14.65934975,25.08283188,6.721968311,2.404335938,13.64387806,3.879370311,8.725976397,2.422804903,1.612519742,15.80421738
"K00794_6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]",11.57720448,2.873013212,10.44835729,4.577447351,23.60525041,12.66796699,14.09379219,16.43316631,19.28479746,13.30943268,12.06350357,9.619630919,11.94717783,18.83247411,4.735921439
K00797_spermidine synthase [EC:2.5.1.16],32.43292656,85.87225133,51.22911675,33.29675505,39.31381403,55.96473909,51.38501146,66.08230003,65.50224307,51.63297617,45.68301015,57.86994721,43.17208781,99.13341779,72.60109693
K00799_glutathione S-transferase [EC:2.5.1.18],48.56079522,44.35105088,61.31336549,70.06738446,106.1762059,93.97226848,63.53000757,84.23817818,91.26635164,100.398985,103.2370406,48.46226101,97.21682076,183.8649073,76.97050247
K00801_farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21],5.424128293,0,0,14.86908907,1.00903266,0,0,0.527431998,0.848941325,1.632089628,0.913171829,2.115104351,3.927405358,1.138721611,0
K00803_alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26],0.411813733,0.185169587,0.257634687,0,1.378950259,12.6566854,4.70440374,15.9198125,9.476206852,6.296840314,9.2699099,0.918457211,12.87975752,23.7853336,0
K00812_aspartate aminotransferase [EC:2.6.1.1],0.451785698,7.824950079,5.906533931,8.36311386,9.281109427,15.05575896,15.6012101,10.22983674,6.642992943,10.80074523,6.709662016,11.22391527,7.384309895,2.819920888,8.294932499
K00813_aspartate aminotransferase [EC:2.6.1.1],8.534906638,20.95251416,8.415826651,16.57403669,3.414964879,22.69601356,14.3861104,3.013233103,14.63848459,5.138809359,8.517387786,13.96188165,5.337534012,13.71882746,15.2360485
K00814_alanine transaminase [EC:2.6.1.2],18.82539655,30.77586581,15.16998204,9.369525769,19.7700244,10.51923604,18.14783454,28.50204562,25.56548609,27.81854175,24.29158118,21.81594243,19.07823698,58.54980019,19.27402459
K00817_histidinol-phosphate aminotransferase [EC:2.6.1.9],0,0,1.216807731,0,1.764928207,0,1.09450666,1.845093121,0,0,0,0,0,0.99588545,0
K00819_ornithine--oxo-acid transaminase [EC:2.6.1.13],0,9.287599468,1.292225046,0.923309943,7.694668827,1.328409889,3.578941332,5.414537074,1.452517195,0.558492838,3.883632131,1.344111392,2.399860225,5.888508107,0
K00826_branched-chain amino acid aminotransferase [EC:2.6.1.42],9.070913425,1.528492964,7.036141757,14.12430444,11.10029974,19.907828,20.83403243,9.955559269,9.707460508,8.340064689,14.69389157,8.384847225,17.86819752,46.97008643,5.452528725
K00830_alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51],0.838851634,4.189484309,1.93654613,1.124288475,0.936292782,0,0.580634771,0.978820196,1.969355568,0,0,0.490657294,0,6.93947935,1.479428324
K00831_phosphoserine aminotransferase [EC:2.6.1.52],224.9405225,255.3570157,210.4103634,312.0639129,182.4538022,166.5770132,201.5261603,146.6850895,193.672456,185.11959,201.5062383,178.1637271,178.9855276,202.0275473,264.4585588
K00836_diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76],11.3368798,3.51718315,3.965448357,6.808678504,1.53379075,0.737614424,5.657553659,5.367979698,4.909788438,1.860656306,5.156518996,1.044501962,1.989964663,11.02965372,9.997060509
K00847_fructokinase [EC:2.7.1.4],0,0,0,0,2.19516531,1.407567575,3.40328723,1.721154038,5.078931739,0.443829357,1.986618671,0,9.256138449,0,0
K00850_6-phosphofructokinase 1 [EC:2.7.1.11],40.54406017,1.150045249,22.27237015,7.352073646,4.126717421,1.902010917,12.33921523,7.543333564,5.84402897,4.848616549,8.056932567,2.180670086,10.75428848,32.13418906,4.109773262
K00852_ribokinase [EC:2.7.1.15],0,0,0,0.486114146,0,0,0,0.638002079,0,0,0,0,0,3.443603907,0
K00855_phosphoribulokinase [EC:2.7.1.19],18.43278721,16.05357393,26.34208472,13.18414531,7.35303625,14.88111173,27.90278699,9.697894432,6.487962333,8.942074251,12.49693742,9.407804052,7.353548318,27.92561572,25.52378335
K00856_adenosine kinase [EC:2.7.1.20],143.0547858,339.8683714,296.1350624,243.1407234,207.7468996,224.8382522,282.6822435,295.3858088,237.3180444,296.0859877,169.0933795,223.5968603,238.6480077,266.8273539,264.2120795
K00857_thymidine kinase [EC:2.7.1.21],0,18.51700312,2.122941147,2.45273399,1.235449745,6.459485411,7.661546618,4.401397669,5.884868731,1.329678951,8.566272513,1.185311963,2.404338402,2.895837125,2.43273776
K00860_adenylylsulfate kinase [EC:2.7.1.25],10.04301486,12.17827646,14.49061488,4.122036836,7.762394602,8.984680991,2.606833289,0,4.035694822,2.266414919,3.072949909,5.874314712,6.362795034,0.790647647,23.24728242
K00861_riboflavin kinase [EC:2.7.1.26],0,0,7.777813334,3.594429766,4.51255586,1.446753754,1.399213414,2.358760471,1.898300869,0.912370817,5.104813568,13.00624301,1.463665545,0,0
K00863_dihydroxyacetone kinase [EC:2.7.1.29],0,0.413675114,0,0,2.164318733,0.961546606,1.495563708,0,3.882442192,2.59432298,0.188880205,1.571682783,1.293672894,22.76786726,0
K00866_choline kinase [EC:2.7.1.32],0,0,2.429383087,0,0,0,2.18520634,0.920942132,0.741162687,1.424885206,0.79723871,0,0,3.976613903,0
K00871_phosphorylase kinase gamma subunit [EC:2.7.11.19],0,0,0,0.698053186,0.876357085,0,0,0,0,0,0,0.567798066,0,16.40830141,0
K00872_homoserine kinase [EC:2.7.1.39],0,2.985525284,3.560480734,4.456390515,12.91081721,9.934293834,2.668848015,8.548252159,9.414088505,16.70638559,7.789503116,9.923199853,30.15126153,1.457021874,4.760063774
K00873_pyruvate kinase [EC:2.7.1.40],103.1989387,93.4231876,92.45847202,92.74426738,71.42391294,92.29551272,81.71383714,92.68656248,47.5374062,54.11122606,67.64751775,71.16773365,66.41070706,63.78556778,72.4802241
K00874_2-dehydro-3-deoxygluconokinase [EC:2.7.1.45],181.8651872,154.497527,204.5779891,160.9642218,80.80316443,52.32052441,104.5350501,126.4185163,60.73420643,72.06658418,74.38139836,66.25396068,86.9675223,76.58092716,233.0449595
K00876_uridine kinase [EC:2.7.1.48],2.962263276,0.983018442,2.735434611,2.561775645,0,2.3776928,0.820165565,1.979595237,1.112711606,2.297128019,1.455294766,3.880568331,1.228384729,29.31504214,3.359373444
K00889_1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68],7.538517173,4.306327523,4.443394515,10.4640337,45.00445292,14.83518971,14.4270692,4.390110844,9.790020212,13.74530473,10.06648179,13.83727394,9.483635649,26.33449598,1.961692949
K00894_ethanolamine kinase [EC:2.7.1.82],0,0,0,0,0,0,0,0,0,0,0,0,0,37.22059554,0
K00895_pyrophosphate--fructose-6-phosphate 1-phosphotransferase [EC:2.7.1.90],9.208551474,16.86376613,16.04294593,18.14306278,18.38470131,24.86125791,24.91283563,18.23140662,17.41654257,14.0771175,9.289942327,17.67075791,18.36022032,24.69889433,6.866667114
K00898_pyruvate dehydrogenase kinase 2/3/4 [EC:2.7.11.2],6.728666031,8.411142906,12.73837451,11.46073418,4.004431839,31.89531424,14.58897086,13.98027433,32.17439858,27.06796723,23.61456083,13.63410779,29.95112445,19.53458961,4.683567717
K00901_diacylglycerol kinase (ATP) [EC:2.7.1.107],1.927043456,13.85548146,1.482903689,3.854854216,0,0,0.666928686,0.562146206,0,3.044141695,1.459911651,5.072208842,4.185897006,0,1.699300898
