X,orf_length_aa,PFams,PFams_desc,st1_200m,st1_400m,st1_50m,st1_90m,st1_120m,st1_300m,st3_40m,st3_60m,st3_120m,st3_150m,st3_200m,st3_250m,st3_300m,st3_400m,st3_500m,st3_550m,st3_600m,st3_800m,st5_20m,st5_80m,st5_120m,st5_200m,st5_50m,st5_300m,st5_400m,st5_500m,st5_600m,st6_40m,st6_80m,st6_200m,st8_40m,st8_70m,st8_200m,st9_40m,st9_70m,st9_380m,st12_40m,st12_120m,st12_300m,st12_1900m
contig_1753174_1_319_-,106.3333333,PF00044,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
contig_1997146_1_490_-,163.3333333,PF00044,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain||Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
contig_2112052_167_887_-,240.3333333,PF00044,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain||Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
contig_439048_162_878_-,239,PF00044,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain||Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,0,0
contig_1650744_430_936_+,169,PF00051,Kringle domain,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,2,0,0,0,0,3,3,2,2,3,2,0,2,1,1,1,0,0
contig_352125_1_701_+,233.6666667,PF00056,"lactate/malate dehydrogenase, NAD binding domain||lactate/malate dehydrogenase, alpha/beta C-terminal domain",0,0,1,5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,0,1,1,2,1,1,0,3,1,0,0,0,0
contig_452696_1_363_-,121,PF00056,"lactate/malate dehydrogenase, NAD binding domain||lactate/malate dehydrogenase, alpha/beta C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
contig_311985_1_1002_-,334,PF00069,Protein kinase domain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
contig_1319569_150_869_-,240,PF00069,Protein kinase domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_727873_1_709_+,236.3333333,PF00069_PF13499,Protein kinase domain||EF-hand domain pair,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,0,1,1,0,0,0,0,1,0,0
contig_651636_435_944_+,170,PF00071,Ras family,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0
contig_1448531_1080_1706_-,209,PF00071,Ras family,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,3,1,1,0,0,2,1,1,1,0,1,0,1,1,0,0
contig_1769141_1_800_-,266.6666667,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",0,0,2,2,2,0,0,0,0,1,2,2,2,1,0,0,0,0,1,2,3,4,2,2,5,3,3,5,6,7,2,3,3,1,3,2,3,3,2,0
contig_1650099_1_1002_+,334,PF00090,Thrombospondin type 1 domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,2,4,0,1,0,0,0,0,0,0,0
contig_1626892_1_832_-,277.3333333,PF00090_PF00092,Thrombospondin type 1 domain||von Willebrand factor type A domain,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,1,2,1,1,1,1,1,2,0,0,0,0
contig_1435542_178_771_+,198,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,2,0,0,0,1,0
contig_1933642_1_231_+,77,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0
contig_2074477_1_490_-,163.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_399032_1_554_+,184.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0
contig_437589_1_730_-,243.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,0,0,1,1,3,1,2,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,8,2,1,0,8,0,2,4,2,0,4,1,2,1,6
contig_659926_5_805_-,267,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
contig_734315_244_1096_+,284.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,4,3,4,0,2,4,2,2,1,0,1,0,0,0,0,1,2,2,1,1,2,2,2,2,3,3,5,3,3,4,2,0,2,0,3,2,1,0
contig_92834_1_436_-,145.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_120205_52_554_+,167.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,2,0,0,1,0,1,0,0,2,0,0
contig_1533298_1_851_-,283.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0
contig_1685578_1_802_-,267.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
contig_1692986_1_641_-,213.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,0,0,1,0,0,0,0,0,2,3,5,4,0,0,0,0,0,0,1,3,0,4,5,6,6,0,1,2,0,0,1,0,0,0,0,1,2,0
contig_1720670_1_997_-,332.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
contig_1981944_127_1008_+,294,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,6,3,3,0,3,4,1,1,2,2,4,2,0,2,2,3,1,2,2,3,2,2,2,3,3,4,2,1,4,4,2,0,4,1,3,3,2,2
contig_2077622_1_918_-,306,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",45,12,54,62,63,19,41,39,43,31,55,52,55,49,44,37,56,31,41,46,65,85,57,74,173,145,114,45,85,142,59,68,121,101,82,87,49,65,73,98
contig_344362_1_826_+,275.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,8,1,0,8,0,0,1,0,6,3,0,2,1,4
contig_41888_1_740_-,246.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,2,2,1,0,0,1,0,1,0,4,3,0,0,0,0,0,0,0,0,2,0,4,2,6,5,0,0,1,0,2,4,0,1,0,0,0,1,0
contig_460133_1_674_+,224.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
contig_870631_1_991_-,330.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",28,7,38,50,29,12,26,57,32,22,33,23,26,16,8,8,9,6,31,52,40,41,38,52,39,39,37,32,58,60,34,50,54,19,41,36,28,45,24,12
contig_870631_1015_2001_+,329,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",2,0,3,6,7,0,2,5,3,2,8,5,7,5,4,2,2,1,3,10,11,14,11,8,15,17,18,3,12,18,4,7,18,6,9,8,6,8,12,2
contig_91356_1_835_+,278.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,1,3,6,2,1,3,4,1,4,0,0,3,1,0
contig_1805767_12_917_-,302,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,2,2,1,0,5,2,1,1,0,0,0,0,0,0,0,0,0,3,2,2,0,3,0,0,1,4,4,1,4,5,2,0,3,0,3,2,2,0
contig_1942820_1_1141_+,380.3333333,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",38,15,43,49,46,22,32,46,38,33,41,37,37,33,28,28,28,22,33,39,51,53,44,47,64,55,57,46,40,73,45,52,68,44,54,39,46,43,39,45
contig_352872_1_950_-,316.6666667,PF00091,"Tubulin/FtsZ family, GTPase domain||Tubulin C-terminal domain",0,0,6,10,2,0,3,2,4,3,5,5,4,1,0,0,1,1,5,12,4,2,6,3,3,4,4,5,14,5,3,14,4,0,8,0,7,2,2,0
contig_1448246_93_729_-,212.3333333,PF00092,von Willebrand factor type A domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
contig_1611136_1_302_+,100.6666667,PF00092,von Willebrand factor type A domain,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_1780012_521_1085_+,188.3333333,PF00092,von Willebrand factor type A domain,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
contig_1539078_1_715_+,238.3333333,PF00092,von Willebrand factor type A domain,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
contig_1789180_77_997_-,307,PF00092,von Willebrand factor type A domain,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,3,0,2,1,0,0,2,2,2,0,3,7,1,4,2,0,1,0,0
contig_584059_1_873_-,291,PF00092,von Willebrand factor type A domain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1829032_1_939_-,313,PF00113,"Enolase, C-terminal TIM barrel domain",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1980268_183_986_-,268,PF00121,Triosephosphate isomerase,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,3,0,1,2,2,0,1,1,1,2,0
contig_39664_1_707_-,235.6666667,PF00121,Triosephosphate isomerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_1499847_1_492_+,164,PF00122,E1-E2 ATPase,0,0,2,2,2,0,2,2,2,1,1,0,0,0,0,0,0,0,2,2,3,1,2,1,1,1,1,4,3,2,2,2,1,0,1,0,2,1,0,0
contig_446810_137_878_+,247.3333333,PF00149,Calcineurin-like phosphoesterase,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1321574_1_802_+,267.3333333,PF00153,Mitochondrial carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0
contig_1323911_685_966_-,94,PF00153,Mitochondrial carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
contig_1323911_993_1490_-,166,PF00153,Mitochondrial carrier protein,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,3,0,1,1,0,0
contig_1406392_41_961_+,307,PF00153,Mitochondrial carrier protein,0,0,1,2,1,0,2,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0
contig_1650079_161_816_+,218.6666667,PF00153,Mitochondrial carrier protein,0,0,3,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,15,3,5,1,8,0,2,1,2,9,8,5,10,7,4,1,8,0,2,3,1,1
contig_1663547_1_911_+,303.6666667,PF00153,Mitochondrial carrier protein,0,0,3,2,3,0,3,4,3,1,1,1,1,0,0,0,0,0,11,3,3,2,11,2,2,4,3,10,7,6,7,8,2,0,5,2,3,4,1,0
contig_1732994_12_899_-,296,PF00153,Mitochondrial carrier protein,3,2,7,4,2,2,3,1,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,3,1,1,2,0,0,4,0,2,1,1,1
contig_1742418_1_877_-,292.3333333,PF00153,Mitochondrial carrier protein,0,0,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,3
contig_1799135_3_652_-,216.6666667,PF00153,Mitochondrial carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1963031_1_528_-,176,PF00153,Mitochondrial carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,0,0,0,0,5,2,0,7,1,0,0,1,0,0,2,0,0
contig_482762_1_211_-,70.33333333,PF00153,Mitochondrial carrier protein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
contig_868748_1_610_+,203.3333333,PF00153,Mitochondrial carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,1,1,0,0
contig_1773774_10_459_+,150,PF00153,Mitochondrial carrier protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
contig_1305513_29_343_-,105,PF00160,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_1299246_1_304_-,101.3333333,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,0,0
contig_1331281_364_936_-,191,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
contig_1352884_1_1040_+,346.6666667,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,1,1,0,0,0,0,0,0,0
contig_1352884_1067_1409_+,114.3333333,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,2,0,3,0,2,0,0,0,0,0
contig_1642316_991_1466_-,158.6666667,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
contig_1720254_1_557_+,185.6666667,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contig_1725814_1_1024_-,341.3333333,PF00162,Phosphoglycerate kinase,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
contig_1810202_1_597_-,199,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
contig_2105207_1_367_+,122.3333333,PF00162,Phosphoglycerate kinase,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2105854_1_823_-,274.3333333,PF00162,Phosphoglycerate kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_661392_1_476_-,158.6666667,PF00162,Phosphoglycerate kinase,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
contig_1620115_1_873_+,291,PF00162,Phosphoglycerate kinase,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
contig_393035_1_840_+,280,PF00162_PF03952,"Phosphoglycerate kinase||Enolase, N-terminal domain",0,0,2,2,0,0,2,1,2,1,2,3,2,1,0,1,0,0,1,2,1,0,2,1,3,4,2,3,2,2,1,2,2,0,2,0,1,2,2,0
contig_13797_1_597_-,199,PF00183,Hsp90 protein,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
contig_1606578_1_543_-,181,PF00183,Hsp90 protein,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
contig_1644305_118_894_-,259,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_1691864_1_748_-,249.3333333,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
contig_1783183_1_925_+,308.3333333,PF00183,Hsp90 protein,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
contig_1872452_179_1027_-,283,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contig_1900137_1_440_+,146.6666667,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contig_1934830_1_491_+,163.6666667,PF00183,Hsp90 protein,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0
contig_2079783_1_1008_+,336,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
contig_313371_25_651_-,209,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
contig_665382_1_452_-,150.6666667,PF00183,Hsp90 protein,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contig_697954_1_552_+,184,PF00183,Hsp90 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
contig_1643611_1_281_+,93.66666667,PF00216,Bacterial DNA-binding protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
contig_1743352_1_220_+,73.33333333,PF00216,Bacterial DNA-binding protein,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_946750_118_564_-,149,PF00217,"ATP:guanido phosphotransferase, C-terminal catalytic domain",0,0,0,0,1,0,3,3,4,0,0,0,0,0,0,0,0,0,2,4,3,1,0,4,0,0,0,4,1,0,0,1,0,0,1,0,0,2,0,0
contig_1802960_283_834_+,184,PF00217,"ATP:guanido phosphotransferase, C-terminal catalytic domain",0,0,0,1,0,0,1,0,1,1,3,2,0,0,0,0,0,0,1,2,1,3,1,4,2,9,4,2,3,0,0,0,1,0,3,0,1,2,2,0
contig_1326728_1_654_+,218,PF00217,"ATP:guanido phosphotransferase, C-terminal catalytic domain||ATP:guanido phosphotransferase, N-terminal domain",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
contig_1619916_1_995_-,331.6666667,PF00230,Major intrinsic protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
contig_1637220_1_610_-,203.3333333,PF00230,Major intrinsic protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
contig_1660018_1_395_+,131.6666667,PF00230,Major intrinsic protein,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,0,2,0,0
contig_1143762_1_730_-,243.3333333,PF00230,Major intrinsic protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
contig_1470529_1_439_-,146.3333333,PF00244,14-3-3 protein,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0
contig_1482932_418_860_+,147.6666667,PF00244,14-3-3 protein,0,0,0,1,1,0,0,3,1,2,0,1,1,2,0,0,0,0,0,2,1,1,0,2,3,5,1,2,2,5,2,1,1,0,4,0,0,3,2,0
contig_1570052_1_260_+,86.66666667,PF00244,14-3-3 protein,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,2,0
contig_1648965_1_616_-,205.3333333,PF00244,14-3-3 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
contig_1813677_1_336_-,112,PF00244,14-3-3 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
contig_1981930_35_609_-,191.6666667,PF00244,14-3-3 protein,0,0,0,0,0,0,4,2,1,1,1,0,0,1,0,0,0,0,0,0,1,1,3,2,3,4,5,3,3,4,3,0,2,0,4,0,3,4,3,0
contig_2005867_1_247_+,82.33333333,PF00244,14-3-3 protein,0,0,0,2,1,0,1,2,2,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,4,4,0,2,2,0,0,4,0,3,3,2,0
contig_2114400_1_230_+,76.66666667,PF00244,14-3-3 protein,0,0,3,5,4,0,4,4,5,4,1,4,0,1,0,0,0,0,3,4,4,3,3,4,3,4,5,2,3,2,2,2,1,0,3,0,3,1,3,0
contig_85382_225_759_-,178.3333333,PF00244,14-3-3 protein,0,0,1,0,0,0,3,3,3,3,2,4,4,0,0,0,0,0,3,4,2,5,3,4,2,4,4,5,5,3,4,4,1,0,3,0,1,1,3,0
contig_859441_725_988_-,88,PF00244,14-3-3 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_893680_1_415_+,138.3333333,PF00244,14-3-3 protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
contig_1630887_1_276_+,92,PF00258,Flavodoxin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_697402_211_615_+,135,PF00262,Calreticulin family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
contig_398347_1_568_-,189.3333333,PF00270,DEAD/DEAH box helicase,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1745481_1_890_-,296.6666667,PF00270,DEAD/DEAH box helicase||Helicase conserved C-terminal domain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0
